"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"OTU235"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Rhodocyclaceae"	"Sulfuritalea"	"hydrogenivorans"
"OTU236"	"Bacteria"	"Patescibacteria"	"Microgenomatia"	"Candidatus Shapirobacteria"	NA	NA	NA
"OTU237"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU238"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Sutterellaceae"	NA	NA
"OTU239"	"Bacteria"	"Spirochaetota"	NA	NA	NA	NA	NA
"OTU240"	"Bacteria"	"Lentisphaerota"	"Lentisphaeria"	NA	NA	NA	NA
"OTU241"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU242"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU243"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU244"	"Bacteria"	"Patescibacteria"	"Gracilibacteria"	"Candidatus Doudnabacteria"	NA	NA	NA
"OTU245"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Polyangiales"	"Polyangiaceae"	"Labilithrix"	"luteola"
"OTU246"	"Bacteria"	"Patescibacteria"	"Microgenomatia"	"Candidatus Shapirobacteria"	NA	NA	NA
"OTU247"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU248"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU249"	"Bacteria"	"Planctomycetota"	"Brocadiae"	"Brocadiales"	NA	NA	NA
"OTU250"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU251"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Polyangiales"	"Polyangiaceae"	"Labilithrix"	"luteola"
"OTU252"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Brevundimonas"	NA
"OTU253"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"MSBL9"	NA	NA	NA
"OTU254"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU255"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU256"	"Bacteria"	"Bacillota"	NA	NA	NA	NA	NA
"OTU257"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Rhizobacter"	NA
"OTU258"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Polyangiales"	NA	NA	NA
"OTU259"	"Bacteria"	"Cyanobacteriota"	"Cyanobacteriia"	NA	NA	NA	NA
"OTU260"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	"Rubinisphaeraceae"	"SH-PL14"	NA
"OTU261"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pirellula"	"staleyi"
"OTU262"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"OTU263"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Rhodocyclaceae"	NA	NA
"OTU264"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	NA	NA	NA	NA
"OTU265"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"MSBL9"	NA	NA	NA
"OTU266"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Rhodoferax"	NA
"OTU267"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	"Herminiimonas"	NA
"OTU268"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiia"	"Verrucomicrobiales"	NA	NA	NA
"OTU269"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU270"	"Bacteria"	"Patescibacteria"	"ABY1"	NA	NA	NA	NA
"OTU271"	"Bacteria"	"Lentisphaerota"	"Lentisphaeria"	NA	NA	NA	NA
"OTU272"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU273"	"Bacteria"	"Myxococcota"	"Myxococcia"	"Myxococcales"	"Anaeromyxobacteraceae"	"Anaeromyxobacter"	NA
"OTU274"	"Bacteria"	"Cyanobacteriota"	"Cyanobacteriia"	"Synechococcales"	"Cyanobiaceae"	"Cyanobium PCC-6307"	NA
"OTU275"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	"Schlesneriaceae"	"Schlesneria"	"paludicola"
"OTU276"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"OTU277"	"Bacteria"	"Patescibacteria"	"Gracilibacteria"	NA	NA	NA	NA
"OTU278"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU279"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU280"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU281"	"Bacteria"	"Bacillota"	NA	NA	NA	NA	NA
"OTU282"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU283"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU284"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Phenylobacterium"	NA
"OTU285"	"Bacteria"	"Planctomycetota"	NA	NA	NA	NA	NA
"OTU286"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"OTU287"	"Bacteria"	"Cyanobacteriota"	"Cyanobacteriia"	"Cyanobacteriales"	"Nostocaceae"	NA	NA
"OTU288"	"Bacteria"	"Cyanobacteriota"	"Cyanobacteriia"	"Synechococcales"	"Cyanobiaceae"	"Cyanobium PCC-6307"	NA
"OTU289"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Thermogutta"	"terrifontis"
"OTU290"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Polyangiales"	NA	NA	NA
"OTU291"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU292"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Methylophilaceae"	"Methylotenera"	"versatilis"
"OTU293"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"OTU294"	"Bacteria"	"Cyanobacteriota"	"Cyanobacteriia"	"Synechococcales"	"Cyanobiaceae"	"Cyanobium PCC-6307"	NA
"OTU295"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Brevundimonas"	NA
"OTU296"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	"Collimonas"	NA
"OTU297"	"Bacteria"	"Patescibacteria"	"Gracilibacteria"	"Candidatus Doudnabacteria"	NA	NA	NA
"OTU298"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	"Rubinisphaeraceae"	"SH-PL14"	NA
"OTU299"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Hydrogenophilaceae"	"Thiobacillus"	"denitrificans"
"OTU300"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	NA	NA
"OTU301"	"Bacteria"	"Pseudomonadota"	NA	NA	NA	NA	NA
"OTU302"	"Bacteria"	"Planctomycetota"	NA	NA	NA	NA	NA
"OTU303"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	"Rubinisphaeraceae"	"Fuerstia"	NA
"OTU304"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"MSBL9"	NA	NA	NA
"OTU305"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU306"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Beijerinckiaceae"	NA	NA
"OTU307"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Rhodocyclaceae"	"Dechloromonas"	NA
"OTU308"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU309"	"Bacteria"	"Spirochaetota"	"Spirochaetia"	"Spirochaetales"	"Spirochaetaceae"	NA	NA
"OTU310"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Polyangiales"	"Polyangiaceae"	NA	NA
"OTU311"	"Bacteria"	"Patescibacteria"	"ABY1"	NA	NA	NA	NA
"OTU312"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU313"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"MSBL9"	NA	NA	NA
"OTU314"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	"Rubinisphaeraceae"	NA	NA
"OTU315"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU316"	"Bacteria"	"Patescibacteria"	"Microgenomatia"	"Candidatus Amesbacteria"	NA	NA	NA
"OTU317"	"Bacteria"	"Spirochaetota"	"Spirochaetia"	"Spirochaetales"	"Spirochaetaceae"	NA	NA
"OTU318"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Rhizobacter"	NA
"OTU319"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Rhodocyclaceae"	"Candidatus Accumulibacter"	"phosphatis"
"OTU320"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU321"	"Bacteria"	"Patescibacteria"	"ABY1"	NA	NA	NA	NA
"OTU322"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU323"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"OTU324"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	NA	NA
"OTU325"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU326"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU327"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	NA	NA
"OTU328"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Rhodoferax"	NA
"OTU329"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Xanthobacteraceae"	NA	NA
"OTU330"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	NA	NA	NA
"OTU331"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	"Rubinisphaeraceae"	"SH-PL14"	NA
"OTU332"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU333"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU334"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU335"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"OTU336"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU337"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Rhodobacterales"	"Paracoccaceae"	"Rhodobacter"	NA
"OTU338"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU339"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU340"	"Bacteria"	"Patescibacteria"	"Gracilibacteria"	"Candidatus Doudnabacteria"	NA	NA	NA
"OTU341"	"Bacteria"	"Lentisphaerota"	"Lentisphaeria"	"Victivallales"	NA	NA	NA
"OTU342"	"Bacteria"	"Planctomycetota"	NA	NA	NA	NA	NA
"OTU343"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Sutterellaceae"	NA	NA
"OTU344"	"Bacteria"	"Cyanobacteriota"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"OTU345"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU346"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU347"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU348"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU349"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Rhodocyclaceae"	"Propionivibrio"	"aalborgensis"
"OTU350"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU351"	"Bacteria"	"Myxococcota"	"Polyangiia"	NA	NA	NA	NA
"OTU352"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	"Rubinisphaeraceae"	"Fuerstia"	NA
"OTU353"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	"Rubinisphaeraceae"	NA	NA
"OTU354"	"Bacteria"	"Fibrobacterota"	"Chitinivibrionia"	"Chitinivibrionales"	"Chitinivibrionaceae"	"Chitinivibrio"	NA
"OTU355"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU356"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	"Herminiimonas"	"arsenicoxydans"
"OTU357"	"Bacteria"	"Patescibacteria"	"Gracilibacteria"	NA	NA	NA	NA
"OTU358"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	NA	NA	NA
"OTU359"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	NA	NA	NA
"OTU360"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	NA	NA	NA
"OTU361"	"Bacteria"	"Spirochaetota"	"Spirochaetia"	"Spirochaetales"	"Spirochaetaceae"	"Treponema"	NA
"OTU362"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	NA	NA	NA
"OTU363"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	NA	NA
"OTU364"	"Bacteria"	"Fibrobacterota"	"Chitinivibrionia"	"Chitinivibrionales"	"Chitinivibrionaceae"	"Chitinivibrio"	NA
"OTU365"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Methylophilaceae"	"Methylovorus"	NA
"OTU366"	"Bacteria"	"Patescibacteria"	"Microgenomatia"	"Candidatus Shapirobacteria"	NA	NA	NA
"OTU367"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Sphingobacteriales"	NA	NA	NA
"OTU368"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"OTU369"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"OTU370"	"Bacteria"	"Bacillota"	NA	NA	NA	NA	NA
"OTU371"	"Bacteria"	"Fibrobacterota"	NA	NA	NA	NA	NA
"OTU372"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Rhodoferax"	NA
"OTU373"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU374"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Rubrivivax"	NA
"OTU375"	"Bacteria"	"Fibrobacterota"	"Chitinivibrionia"	"Chitinivibrionales"	"Chitinivibrionaceae"	"Chitinivibrio"	NA
"OTU376"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU377"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"MSBL9"	NA	NA	NA
"OTU378"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"Flavihumibacter"	"solisilvae"
"OTU379"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU380"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Methylophilaceae"	"Methylotenera"	NA
"OTU381"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU382"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU383"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"OTU384"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	NA	NA
"OTU385"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU386"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU387"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Rhodocyclaceae"	"Candidatus Accumulibacter"	"phosphatis"
"OTU388"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"OTU389"	"Bacteria"	"Lentisphaerota"	"Lentisphaeria"	NA	NA	NA	NA
"OTU390"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Polyangiales"	"Polyangiaceae"	NA	NA
"OTU391"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Rhizobacter"	"gummiphilus"
"OTU392"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	NA	NA
"OTU393"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU394"	"Bacteria"	"Myxococcota"	"Myxococcia"	"Myxococcales"	"Anaeromyxobacteraceae"	"Anaeromyxobacter"	NA
"OTU395"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"OTU396"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"OTU397"	"Bacteria"	"Patescibacteria"	"ABY1"	"Candidatus Falkowbacteria"	NA	NA	NA
"OTU398"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	NA	NA
"OTU399"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pirellula"	"staleyi"
"OTU400"	"Bacteria"	"Spirochaetota"	"Spirochaetia"	"Spirochaetales"	"Spirochaetaceae"	NA	NA
"OTU401"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU402"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"Phycisphaerales"	"Phycisphaeraceae"	NA	NA
"OTU403"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	NA	NA
"OTU404"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"OTU405"	"Bacteria"	"Planctomycetota"	NA	NA	NA	NA	NA
"OTU406"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU407"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Ramlibacter"	"tataouinensis"
"OTU408"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU409"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Rhodocyclaceae"	"Propionivibrio"	"aalborgensis"
"OTU410"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	NA	NA	NA
"OTU411"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"OTU412"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Rhodocyclaceae"	NA	NA
"OTU413"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU414"	"Bacteria"	"Fibrobacterota"	"Chitinivibrionia"	"Chitinivibrionales"	"Chitinivibrionaceae"	"Chitinivibrio"	NA
"OTU415"	"Bacteria"	"Patescibacteria"	"Gracilibacteria"	"Candidatus Peregrinibacteria"	NA	NA	NA
"OTU416"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU417"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Polynucleobacter"	NA
"OTU418"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU419"	"Bacteria"	"Fibrobacterota"	"Chitinivibrionia"	"Chitinivibrionales"	"Chitinivibrionaceae"	"Chitinivibrio"	NA
"OTU420"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU421"	"Bacteria"	"Planctomycetota"	NA	NA	NA	NA	NA
"OTU422"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"OTU423"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU424"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU425"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	NA	NA	NA	NA
"OTU426"	"Bacteria"	"Cyanobacteriota"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"OTU427"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Polyangiales"	"Polyangiaceae"	"Chondromyces"	"apiculatus"
"OTU428"	"Bacteria"	"Patescibacteria"	"ABY1"	NA	NA	NA	NA
"OTU429"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Rhizobacter"	NA
"OTU430"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU431"	"Bacteria"	"Lentisphaerota"	"Lentisphaeria"	NA	NA	NA	NA
"OTU432"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU433"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	NA	NA	NA
"OTU434"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	NA	NA	NA	NA
"OTU435"	"Bacteria"	"Spirochaetota"	"Spirochaetia"	"Spirochaetales"	"Spirochaetaceae"	NA	NA
"OTU436"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	"Rubinisphaeraceae"	"Planctomicrobium"	"piriforme"
"OTU437"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Hydrogenophilaceae"	"Thiobacillus"	NA
"OTU438"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	NA	NA	NA
"OTU439"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	"Rubinisphaeraceae"	"Fuerstia"	NA
"OTU440"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	"Rubinisphaeraceae"	"SH-PL14"	NA
"OTU441"	"Bacteria"	"Patescibacteria"	"ABY1"	NA	NA	NA	NA
"OTU442"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	NA	NA	NA	NA
"OTU443"	"Bacteria"	"Fibrobacterota"	"Chitinivibrionia"	"Chitinivibrionales"	"Chitinivibrionaceae"	"Chitinivibrio"	NA
"OTU444"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU445"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	"Janthinobacterium"	NA
"OTU446"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU447"	"Bacteria"	"Cyanobacteriota"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"OTU448"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	NA	NA	NA
"OTU449"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pirellula"	"staleyi"
"OTU450"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Gallionellaceae"	"Gallionella"	NA
"OTU451"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Hydrogenophilaceae"	"Thiobacillus"	"denitrificans"
"OTU452"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU453"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"Flavihumibacter"	"solisilvae"
"OTU454"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU455"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Rhodocyclaceae"	"Propionivibrio"	"aalborgensis"
"OTU456"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU457"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	NA	NA	NA
"OTU458"	"Bacteria"	"Patescibacteria"	"Microgenomatia"	"Candidatus Shapirobacteria"	NA	NA	NA
"OTU459"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU460"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	NA	NA	NA
"OTU461"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU462"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU463"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU464"	"Bacteria"	"Cyanobacteriota"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"OTU465"	"Bacteria"	"Fibrobacterota"	"Chitinivibrionia"	"Chitinivibrionales"	"Chitinivibrionaceae"	"Chitinivibrio"	NA
"OTU466"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Thermogutta"	"terrifontis"
"OTU467"	"Bacteria"	"Fibrobacterota"	"Chitinivibrionia"	"Chitinivibrionales"	"Chitinivibrionaceae"	"Chitinivibrio"	NA
"OTU468"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"OTU469"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Rhodocyclaceae"	"Sulfuritalea"	"hydrogenivorans"
"OTU470"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	"Herbaspirillum"	NA
"OTU471"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU472"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU473"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Rhodocyclaceae"	NA	NA
"OTU474"	"Bacteria"	"Lentisphaerota"	"Lentisphaeria"	NA	NA	NA	NA
"OTU475"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU476"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU477"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	"Janthinobacterium"	"agaricidamnosum"
"OTU478"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	NA	NA	NA
"OTU479"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU480"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"OTU481"	"Bacteria"	"Lentisphaerota"	"Lentisphaeria"	NA	NA	NA	NA
"OTU482"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU483"	"Bacteria"	"Lentisphaerota"	"Lentisphaeria"	"Victivallales"	NA	NA	NA
"OTU484"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	NA	NA	NA
"OTU485"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Rhodoferax"	NA
"OTU486"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU487"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Acetobacterales"	"Acetobacteraceae"	"Roseomonas"	NA
"OTU488"	"Bacteria"	"Lentisphaerota"	"Lentisphaeria"	NA	NA	NA	NA
