"domain"	"phylum"	"class"	"order"	"family"	"genus"	"species"	"classifier"
"OTU170"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Thermoguttaceae"	"Thermogutta"	"Thermogutta terrifontis"	"NCBI"
"OTU171"	NA	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. PCC 7920"	"NCBI"
"OTU172"	NA	"Mycoplasmatota"	"Mollicutes"	"Mycoplasmatales"	"Mycoplasmataceae"	"Candidatus Hepatoplasma"	"Candidatus Hepatoplasma crinochetorum"	"NCBI"
"OTU173"	NA	"Pseudomonadota"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Methylocystaceae"	"Methylosinus"	"Methylosinus sporium"	"NCBI"
"OTU174"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Thermoguttaceae"	"Thermogutta"	"Thermogutta hypogea"	"NCBI"
"OTU175"	NA	"Planctomycetota"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Planctopirus"	"Planctopirus ephydatiae"	"NCBI"
"OTU176"	NA	"Myxococcota"	"Myxococcia"	"Myxococcales"	"Anaeromyxobacteraceae"	"Anaeromyxobacter"	"Anaeromyxobacter dehalogenans"	"NCBI"
"OTU177"	NA	"Myxococcota"	"Myxococcia"	"Myxococcales"	"Anaeromyxobacteraceae"	"Anaeromyxobacter"	"Anaeromyxobacter dehalogenans"	"NCBI"
"OTU178"	NA	"Lentisphaerota"	"Oligosphaeria"	"Oligosphaerales"	"Oligosphaeraceae"	"Oligosphaera"	"Oligosphaera ethanolica"	"NCBI"
"OTU179"	NA	"Candidatus Peregrinibacteria"	NA	NA	NA	NA	"Candidatus Peregrinibacteria bacterium"	"NCBI"
"OTU180"	NA	NA	NA	NA	NA	NA	NA	"NCBI"
"OTU181"	NA	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Prochlorococcaceae"	"Cyanobium"	"Cyanobium sp. Tous-M-B4"	"NCBI"
"OTU182"	NA	"Pseudomonadota"	"Betaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Pararobbsia"	"Pararobbsia alpina"	"NCBI"
"OTU183"	NA	"Planctomycetota"	"Phycisphaerae"	"Sedimentisphaerales"	"Anaerohalosphaeraceae"	"Anaerohalosphaera"	"Anaerohalosphaera lusitana"	"NCBI"
"OTU184"	NA	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"
"OTU185"	NA	"Pseudomonadota"	"Gammaproteobacteria"	NA	NA	NA	"uncultured Gammaproteobacteria bacterium"	"NCBI"
"OTU186"	NA	"Pseudomonadota"	"Betaproteobacteria"	"Nitrosomonadales"	"Usitatibacteraceae"	"Usitatibacter"	"Usitatibacter rugosus"	"NCBI"
"OTU187"	NA	"Pseudomonadota"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Kaistiaceae"	"Kaistia"	"Kaistia hirudinis"	"NCBI"
"OTU188"	NA	"Planctomycetota"	"Phycisphaerae"	"Sedimentisphaerales"	"Anaerohalosphaeraceae"	"Anaerohalosphaera"	"Anaerohalosphaera lusitana"	"NCBI"
"OTU189"	NA	"Thermodesulfobacteriota"	"Desulfovibrionia"	"Desulfovibrionales"	"Desulfovibrionaceae"	NA	"Desulfovibrionaceae bacterium LT0009"	"NCBI"
"OTU190"	NA	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus rubescens"	"NCBI"
"OTU191"	NA	"Planctomycetota"	"Phycisphaerae"	"Sedimentisphaerales"	"Anaerohalosphaeraceae"	NA	"Anaerohalosphaeraceae bacterium"	"NCBI"
"OTU192"	NA	"Nitrospirota"	"Nitrospiria"	"Candidatus Troglogloeales"	"Candidatus Manganitrophaceae"	NA	"Candidatus Manganitrophaceae bacterium"	"NCBI"
"OTU193"	NA	"Bdellovibrionota"	"Bacteriovoracia"	"Bacteriovoracales"	"Bacteriovoracaceae"	"Bacteriovorax"	"Bacteriovorax stolpii"	"NCBI"
"OTU194"	NA	"Planctomycetota"	"Planctomycetia"	NA	NA	NA	"Planctomycetia bacterium"	"NCBI"
"OTU195"	NA	"Pseudomonadota"	"Betaproteobacteria"	"Burkholderiales"	"Sphaerotilaceae"	"Methylibium"	"Methylibium sp."	"NCBI"
"OTU196"	NA	"Lentisphaerota"	"Lentisphaeria"	"Victivallales"	"Victivallaceae"	NA	"Victivallaceae bacterium"	"NCBI"
"OTU197"	NA	"Myxococcota"	NA	"Polyangiales"	"Sandaracinaceae"	"Sandaracinus"	"Sandaracinus amylolyticus"	"NCBI"
"OTU198"	NA	"Thermodesulfobacteriota"	"Desulfovibrionia"	"Desulfovibrionales"	"Desulfovibrionaceae"	NA	"Desulfovibrionaceae bacterium LT0009"	"NCBI"
"OTU199"	NA	"Candidatus Peregrinibacteria"	NA	NA	NA	NA	"Candidatus Peregrinibacteria bacterium"	"NCBI"
"OTU200"	NA	"Planctomycetota"	"Phycisphaerae"	"Sedimentisphaerales"	"Anaerohalosphaeraceae"	NA	"Anaerohalosphaeraceae bacterium"	"NCBI"
"OTU201"	NA	"Planctomycetota"	"Phycisphaerae"	"Sedimentisphaerales"	"Anaerohalosphaeraceae"	"Anaerohalosphaera"	"Anaerohalosphaera lusitana"	"NCBI"
"OTU202"	NA	"Candidatus Gottesmanbacteria"	NA	NA	NA	NA	"Candidatus Gottesmanbacteria bacterium"	"NCBI"
"OTU203"	NA	"candidate division Zixibacteria"	NA	NA	NA	NA	"uncultured candidate division Zixibacteria bacterium"	"NCBI"
"OTU204"	NA	"Planctomycetota"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Symmachiella"	"Symmachiella dynata"	"NCBI"
"OTU205"	NA	"Planctomycetota"	"Planctomycetia"	NA	NA	NA	"Planctomycetia bacterium"	"NCBI"
"OTU206"	NA	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"
"OTU207"	NA	"Pseudomonadota"	"Betaproteobacteria"	"Nitrosomonadales"	"Sterolibacteriaceae"	"Sulfuritalea"	"Sulfuritalea hydrogenivorans"	"NCBI"
"OTU208"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Thermoguttaceae"	"Thermogutta"	"Thermogutta terrifontis"	"NCBI"
"OTU209"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Thermoguttaceae"	"Thermogutta"	"Thermogutta terrifontis"	"NCBI"
"OTU210"	NA	"Fibrobacterota"	"Fibrobacteria"	NA	NA	NA	"uncultured Fibrobacteria bacterium"	"NCBI"
"OTU211"	NA	"Myxococcota"	"Myxococcia"	"Myxococcales"	"Anaeromyxobacteraceae"	"Anaeromyxobacter"	"Anaeromyxobacter sp. Fw109-5"	"NCBI"
"OTU212"	NA	"Pseudomonadota"	"Gammaproteobacteria"	"Methylococcales"	"Methylococcaceae"	"Methylomonas"	"Methylomonas rapida"	"NCBI"
"OTU213"	NA	"Planctomycetota"	"Planctomycetia"	NA	NA	NA	"Planctomycetia bacterium"	"NCBI"
"OTU214"	NA	"Pseudomonadota"	"Betaproteobacteria"	"Rhodocyclales"	"Zoogloeaceae"	"Azoarcus"	"Azoarcus sp. CIB"	"NCBI"
"OTU215"	NA	"Bdellovibrionota"	"Bdellovibrionia"	"Bdellovibrionales"	NA	NA	"Bdellovibrionales bacterium"	"NCBI"
"OTU216"	NA	"Pseudomonadota"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Limnohabitans"	"Limnohabitans sp. Rim11"	"NCBI"
"OTU217"	NA	"Pseudomonadota"	"Betaproteobacteria"	"Burkholderiales"	"Sphaerotilaceae"	"Methylibium"	"Methylibium sp."	"NCBI"
"OTU218"	NA	"Cyanobacteriota"	"Cyanophyceae"	"Gloeomargaritales"	NA	NA	"Gloeomargaritales cyanobacterium VI4D9"	"NCBI"
"OTU219"	NA	"Candidatus Binatota"	"Candidatus Binatia"	NA	NA	NA	"Candidatus Binatia bacterium"	"NCBI"
"OTU220"	NA	"Ignavibacteriota"	"Ignavibacteria"	"Ignavibacteriales"	"Ignavibacteriaceae"	"Ignavibacterium"	"Ignavibacterium sp."	"NCBI"
"OTU221"	NA	"Pseudomonadota"	"Betaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Polynucleobacter"	"Polynucleobacter acidiphobus"	"NCBI"
"OTU222"	NA	NA	NA	NA	NA	NA	"uncultured organism"	"NCBI"
"OTU223"	NA	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"
"OTU224"	NA	"Pseudomonadota"	"Gammaproteobacteria"	NA	NA	NA	"uncultured Gammaproteobacteria bacterium"	"NCBI"
"OTU225"	NA	"Candidatus Binatota"	"Candidatus Binatia"	NA	NA	NA	"Candidatus Binatia bacterium"	"NCBI"
"OTU226"	NA	"Nitrospinota"	"Nitrospinia"	"Nitrospinales"	"Nitrospinaceae"	NA	"Nitrospinaceae bacterium"	"NCBI"
"OTU227"	NA	"Planctomycetota"	"Phycisphaerae"	"Sedimentisphaerales"	"Anaerohalosphaeraceae"	"Anaerohalosphaera"	"Anaerohalosphaera lusitana"	"NCBI"
"OTU228"	NA	"Planctomycetota"	"Candidatus Brocadiia"	"Candidatus Brocadiales"	"Candidatus Brocadiaceae"	"Candidatus Brocadia"	"Candidatus Brocadia pituitae"	"NCBI"
"OTU229"	NA	"Planctomycetota"	"Phycisphaerae"	"Sedimentisphaerales"	"Anaerohalosphaeraceae"	"Anaerohalosphaera"	"Anaerohalosphaera lusitana"	"NCBI"
"OTU230"	NA	"Pseudomonadota"	"Gammaproteobacteria"	NA	NA	NA	"uncultured Gammaproteobacteria bacterium"	"NCBI"
"OTU231"	NA	"Pseudomonadota"	"Gammaproteobacteria"	"Legionellales"	"Coxiellaceae"	"Coxiella"	"Coxiella burnetii"	"NCBI"
"OTU232"	NA	"Planctomycetota"	"Candidatus Brocadiia"	"Candidatus Brocadiales"	"Candidatus Brocadiaceae"	"Candidatus Brocadia"	"Candidatus Brocadia pituitae"	"NCBI"
"OTU233"	NA	"Pseudomonadota"	"Gammaproteobacteria"	NA	NA	NA	"uncultured Gammaproteobacteria bacterium"	"NCBI"
"OTU234"	NA	"Pseudomonadota"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Rhodoferax"	"Rhodoferax sediminis"	"NCBI"
"OTU235"	NA	"Pseudomonadota"	"Betaproteobacteria"	"Nitrosomonadales"	"Sterolibacteriaceae"	"Sulfuritalea"	"Sulfuritalea hydrogenivorans"	"NCBI"
"OTU236"	NA	"Mycoplasmatota"	"Mollicutes"	"Mycoplasmatales"	"Mycoplasmataceae"	"Candidatus Hepatoplasma"	"Candidatus Hepatoplasma crinochetorum"	"NCBI"
"OTU237"	NA	"Planctomycetota"	"Phycisphaerae"	"Sedimentisphaerales"	"Anaerohalosphaeraceae"	"Anaerohalosphaera"	"Anaerohalosphaera lusitana"	"NCBI"
"OTU238"	NA	"Pseudomonadota"	"Betaproteobacteria"	"Burkholderiales"	NA	"Thiomonas"	"Thiomonas sp. CB2"	"NCBI"
"OTU239"	NA	"Spirochaetota"	"Spirochaetia"	"Spirochaetales"	"Borreliaceae"	"Borrelia"	"Borrelia coriaceae"	"NCBI"
"OTU240"	NA	"Lentisphaerota"	"Oligosphaeria"	"Oligosphaerales"	"Oligosphaeraceae"	"Oligosphaera"	"Oligosphaera ethanolica"	"NCBI"
"OTU241"	NA	"Cyanobacteriota"	"Cyanophyceae"	"Gloeomargaritales"	NA	NA	"Gloeomargaritales cyanobacterium VI4D9"	"NCBI"
"OTU242"	NA	"Bacillota"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Salisediminibacterium"	"Salisediminibacterium beveridgei"	"NCBI"
"OTU243"	NA	NA	NA	NA	NA	NA	"uncultured organism"	"NCBI"
"OTU244"	NA	NA	NA	NA	NA	NA	"uncultured organism"	"NCBI"
"OTU245"	NA	"Myxococcota"	NA	"Polyangiales"	"Labilitrichaceae"	"Labilithrix"	"Labilithrix luteola"	"NCBI"
"OTU246"	NA	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Derbesiaceae"	"Pedobesia"	"Pedobesia claviformis"	"NCBI"
"OTU247"	NA	"Myxococcota"	NA	"Polyangiales"	"Sandaracinaceae"	"Sandaracinus"	"Sandaracinus amylolyticus"	"NCBI"
"OTU248"	NA	"Candidatus Peregrinibacteria"	NA	NA	NA	NA	"Candidatus Peregrinibacteria bacterium"	"NCBI"
"OTU249"	NA	"Planctomycetota"	"Candidatus Brocadiia"	"Candidatus Brocadiales"	"Candidatus Brocadiaceae"	"Candidatus Brocadia"	"Candidatus Brocadia pituitae"	"NCBI"
"OTU250"	NA	"Cyanobacteriota"	"Cyanophyceae"	"Gloeomargaritales"	NA	NA	"Gloeomargaritales cyanobacterium VI4D9"	"NCBI"
"OTU251"	NA	"Myxococcota"	NA	"Polyangiales"	"Labilitrichaceae"	"Labilithrix"	"Labilithrix luteola"	"NCBI"
"OTU252"	NA	"Pseudomonadota"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Brevundimonas"	"Brevundimonas sp."	"NCBI"
"OTU253"	NA	"Planctomycetota"	"Phycisphaerae"	"Sedimentisphaerales"	"Anaerohalosphaeraceae"	"Anaerohalosphaera"	"Anaerohalosphaera lusitana"	"NCBI"
"OTU254"	NA	"Fibrobacterota"	"Fibrobacteria"	"Fibrobacterales"	"Fibrobacteraceae"	"Fibrobacter"	"Fibrobacter succinogenes"	"NCBI"
"OTU255"	NA	"Planctomycetota"	"Phycisphaerae"	"Sedimentisphaerales"	"Anaerohalosphaeraceae"	NA	"Anaerohalosphaeraceae bacterium"	"NCBI"
"OTU256"	NA	"Bacillota"	"Clostridia"	"Moorellales"	"Moorellaceae"	"Moorella"	"Moorella humiferrea"	"NCBI"
"OTU257"	NA	"Pseudomonadota"	"Betaproteobacteria"	"Burkholderiales"	"Sphaerotilaceae"	"Roseateles"	"uncultured Roseateles sp."	"NCBI"
"OTU258"	NA	NA	NA	NA	NA	NA	NA	"NCBI"
"OTU259"	NA	"Candidatus Peregrinibacteria"	"Candidatus Peribacteria"	"Candidatus Peribacterales"	NA	"Candidatus Peribacter"	"Candidatus Peribacter riflensis"	"NCBI"
"OTU260"	NA	"Planctomycetota"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Gimesia"	"Gimesia panareensis"	"NCBI"
"OTU261"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Pirellulaceae"	"Anatilimnocola"	"Anatilimnocola aggregata"	"NCBI"
"OTU262"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Pirellulaceae"	"Anatilimnocola"	"Anatilimnocola aggregata"	"NCBI"
"OTU263"	NA	"Pseudomonadota"	"Betaproteobacteria"	"Rhodocyclales"	"Zoogloeaceae"	"Thauera"	"Thauera aromatica"	"NCBI"
"OTU264"	NA	NA	NA	NA	NA	NA	"uncultured organism"	"NCBI"
"OTU265"	NA	"Planctomycetota"	"Phycisphaerae"	"Sedimentisphaerales"	"Anaerohalosphaeraceae"	"Anaerohalosphaera"	"Anaerohalosphaera lusitana"	"NCBI"
"OTU266"	NA	"Pseudomonadota"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Rhodoferax"	"Rhodoferax sediminis"	"NCBI"
"OTU267"	NA	"Pseudomonadota"	"Betaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	"Herbaspirillum"	"Herbaspirillum robiniae"	"NCBI"
"OTU268"	NA	NA	NA	NA	NA	NA	"uncultured organism"	"NCBI"
"OTU269"	NA	"Planctomycetota"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Caulifigura"	"Caulifigura coniformis"	"NCBI"
"OTU270"	NA	"Pseudomonadota"	"Gammaproteobacteria"	NA	NA	NA	"uncultured Gammaproteobacteria bacterium"	"NCBI"
"OTU271"	NA	"Lentisphaerota"	"Oligosphaeria"	"Oligosphaerales"	"Oligosphaeraceae"	"Oligosphaera"	"Oligosphaera ethanolica"	"NCBI"
"OTU272"	NA	"Thermotogota"	"Thermotogae"	"Thermotogales"	"Thermotogaceae"	"Thermotoga"	"Thermotoga profunda"	"NCBI"
"OTU273"	NA	"Myxococcota"	"Myxococcia"	"Myxococcales"	"Anaeromyxobacteraceae"	"Anaeromyxobacter"	"Anaeromyxobacter oryzae"	"NCBI"
"OTU274"	NA	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. CBW1108"	"NCBI"
"OTU275"	NA	"Planctomycetota"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Gimesia"	"Gimesia fumaroli"	"NCBI"
"OTU276"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Pirellulaceae"	"Pirellula"	"Pirellula sp. SH-Sr6A"	"NCBI"
"OTU277"	NA	"Candidatus Peregrinibacteria"	NA	NA	NA	NA	"Candidatus Peregrinibacteria bacterium"	"NCBI"
"OTU278"	NA	"candidate division Zixibacteria"	NA	NA	NA	NA	"uncultured candidate division Zixibacteria bacterium"	"NCBI"
"OTU279"	NA	"Planctomycetota"	"Phycisphaerae"	"Sedimentisphaerales"	"Anaerohalosphaeraceae"	"Anaerohalosphaera"	"Anaerohalosphaera lusitana"	"NCBI"
"OTU280"	NA	"Planctomycetota"	"Phycisphaerae"	"Sedimentisphaerales"	"Anaerohalosphaeraceae"	"Anaerohalosphaera"	"Anaerohalosphaera lusitana"	"NCBI"
"OTU281"	NA	"Bacillota"	"Clostridia"	"Moorellales"	"Moorellaceae"	"Moorella"	"Moorella humiferrea"	"NCBI"
"OTU282"	NA	"Bacillota"	"Bacilli"	NA	NA	NA	"uncultured Bacilli bacterium"	"NCBI"
"OTU283"	NA	"Planctomycetota"	"Candidatus Brocadiia"	"Candidatus Brocadiales"	"Candidatus Brocadiaceae"	"Candidatus Kuenenia"	"Candidatus Kuenenia stuttgartiensis"	"NCBI"
"OTU284"	NA	"Pseudomonadota"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Phenylobacterium"	"Phenylobacterium parvum"	"NCBI"
"OTU285"	NA	"Planctomycetota"	"Phycisphaerae"	"Sedimentisphaerales"	"Anaerohalosphaeraceae"	"Anaerohalosphaera"	"Anaerohalosphaera lusitana"	"NCBI"
"OTU286"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Thermoguttaceae"	"Thermogutta"	"Thermogutta terrifontis"	"NCBI"
"OTU287"	NA	"Cyanobacteriota"	"Cyanophyceae"	"Nostocales"	"Aphanizomenonaceae"	"Dolichospermum"	"Dolichospermum planctonicum"	"NCBI"
"OTU288"	NA	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. SynAce01"	"NCBI"
"OTU289"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Thermoguttaceae"	"Thermogutta"	"Thermogutta terrifontis"	"NCBI"
"OTU290"	NA	NA	NA	NA	NA	NA	"uncultured organism"	"NCBI"
"OTU291"	NA	"Planctomycetota"	"Phycisphaerae"	"Phycisphaerales"	NA	NA	"uncultured Phycisphaerales bacterium"	"NCBI"
"OTU292"	NA	"Pseudomonadota"	"Betaproteobacteria"	"Nitrosomonadales"	"Methylophilaceae"	"Methylotenera"	"Methylotenera versatilis"	"NCBI"
"OTU293"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Thermoguttaceae"	"Thermogutta"	"Thermogutta hypogea"	"NCBI"
"OTU294"	NA	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. CBW1107"	"NCBI"
"OTU295"	NA	"Pseudomonadota"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Brevundimonas"	"Brevundimonas sp. PAMC22021"	"NCBI"
"OTU296"	NA	"Pseudomonadota"	"Betaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	"Herminiimonas"	"Herminiimonas arsenitoxidans"	"NCBI"
"OTU297"	NA	"Candidatus Binatota"	"Candidatus Binatia"	NA	NA	NA	"Candidatus Binatia bacterium"	"NCBI"
"OTU298"	NA	"Planctomycetota"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Maioricimonas"	"Maioricimonas rarisocia"	"NCBI"
"OTU299"	NA	"Pseudomonadota"	"Betaproteobacteria"	"Nitrosomonadales"	"Thiobacillaceae"	"Thiobacillus"	"Thiobacillus denitrificans"	"NCBI"
"OTU300"	NA	"Pseudomonadota"	"Betaproteobacteria"	"Burkholderiales"	"Sphaerotilaceae"	"Rubrivivax"	"Rubrivivax gelatinosus"	"NCBI"
"OTU301"	NA	"Planctomycetota"	"Phycisphaerae"	"Sedimentisphaerales"	"Anaerohalosphaeraceae"	"Anaerohalosphaera"	"Anaerohalosphaera lusitana"	"NCBI"
"OTU302"	NA	"Planctomycetota"	"Phycisphaerae"	"Sedimentisphaerales"	"Anaerohalosphaeraceae"	NA	"Anaerohalosphaeraceae bacterium"	"NCBI"
"OTU303"	NA	"Planctomycetota"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Fuerstiella"	"Fuerstiella sp."	"NCBI"
"OTU304"	NA	"Planctomycetota"	"Phycisphaerae"	"Sedimentisphaerales"	"Anaerohalosphaeraceae"	NA	"Anaerohalosphaeraceae bacterium"	"NCBI"
"OTU305"	NA	"Planctomycetota"	"Planctomycetia"	NA	NA	NA	"Planctomycetia bacterium"	"NCBI"
"OTU306"	NA	"Pseudomonadota"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Methylocystaceae"	"Methylocystis"	"Methylocystis sp. SS37A-Re"	"NCBI"
"OTU307"	NA	"Pseudomonadota"	"Betaproteobacteria"	"Rhodocyclales"	"Azonexaceae"	"Dechloromonas"	"Dechloromonas denitrificans"	"NCBI"
"OTU308"	NA	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"
"OTU309"	NA	"Bdellovibrionota"	"Bdellovibrionia"	"Bdellovibrionales"	"Pseudobdellovibrionaceae"	"Bdellovibrio"	"Bdellovibrio bacteriovorus"	"NCBI"
"OTU310"	NA	NA	NA	NA	NA	NA	NA	"NCBI"
"OTU311"	NA	"Pseudomonadota"	"Gammaproteobacteria"	NA	NA	NA	"uncultured Gammaproteobacteria bacterium"	"NCBI"
"OTU312"	NA	"Planctomycetota"	"Phycisphaerae"	"Sedimentisphaerales"	"Anaerohalosphaeraceae"	NA	"Anaerohalosphaeraceae bacterium"	"NCBI"
"OTU313"	NA	"Planctomycetota"	"Phycisphaerae"	"Sedimentisphaerales"	"Sedimentisphaeraceae"	"Limihaloglobus"	"Limihaloglobus sulfuriphilus"	"NCBI"
"OTU314"	NA	"Planctomycetota"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Symmachiella"	"Symmachiella dynata"	"NCBI"
"OTU315"	NA	"Nitrospinota"	"Nitrospinia"	"Nitrospinales"	"Nitrospinaceae"	"Candidatus Nitrohelix"	"Candidatus Nitrohelix vancouverensis"	"NCBI"
"OTU316"	NA	"Pseudomonadota"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"Aristophania"	"Aristophania vespae"	"NCBI"
"OTU317"	NA	"Spirochaetota"	"Spirochaetia"	"Spirochaetales"	"Spirochaetaceae"	"Spirochaeta"	"Spirochaeta thermophila"	"NCBI"
"OTU318"	NA	"Pseudomonadota"	"Betaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	NA	"Burkholderiaceae bacterium"	"NCBI"
"OTU319"	NA	"Pseudomonadota"	"Betaproteobacteria"	NA	NA	"Candidatus Accumulibacter"	"Candidatus Accumulibacter similis"	"NCBI"
"OTU320"	NA	"Actinomycetota"	"Actinomycetes"	"Actinomycetales"	"Actinomycetaceae"	"Actinomyces"	"Actinomyces graevenitzii"	"NCBI"
"OTU321"	NA	"Pseudomonadota"	"Gammaproteobacteria"	NA	NA	NA	"uncultured Gammaproteobacteria bacterium"	"NCBI"
"OTU322"	NA	"Planctomycetota"	"Phycisphaerae"	"Sedimentisphaerales"	"Anaerohalosphaeraceae"	"Anaerohalosphaera"	"Anaerohalosphaera lusitana"	"NCBI"
"OTU323"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Pirellulaceae"	"Anatilimnocola"	"Anatilimnocola aggregata"	"NCBI"
"OTU324"	NA	"Pseudomonadota"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Limnohabitans"	"uncultured Limnohabitans sp."	"NCBI"
"OTU325"	NA	"Chloroflexota"	"Caldilineae"	"Caldilineales"	"Caldilineaceae"	NA	"Caldilineaceae bacterium"	"NCBI"
"OTU326"	NA	NA	NA	NA	NA	NA	"uncultured organism"	"NCBI"
"OTU327"	NA	"Pseudomonadota"	"Betaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Ralstonia"	"Ralstonia pseudosolanacearum"	"NCBI"
"OTU328"	NA	"Pseudomonadota"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Rhodoferax"	"uncultured Rhodoferax sp."	"NCBI"
"OTU329"	NA	"Pseudomonadota"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Methylocystaceae"	"Methylosinus"	"Methylosinus sporium"	"NCBI"
"OTU330"	NA	"Pseudomonadota"	"Betaproteobacteria"	"Burkholderiales"	"Sphaerotilaceae"	"Rubrivivax"	"Rubrivivax gelatinosus"	"NCBI"
"OTU331"	NA	"Planctomycetota"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Maioricimonas"	"Maioricimonas rarisocia"	"NCBI"
"OTU332"	NA	"Candidatus Binatota"	"Candidatus Binatia"	NA	NA	NA	"Candidatus Binatia bacterium"	"NCBI"
"OTU333"	NA	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"
"OTU334"	NA	"Candidatus Binatota"	"Candidatus Binatia"	NA	NA	NA	"Candidatus Binatia bacterium"	"NCBI"
"OTU335"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Thermoguttaceae"	"Thermogutta"	"Thermogutta terrifontis"	"NCBI"
"OTU336"	NA	"Planctomycetota"	"Phycisphaerae"	"Sedimentisphaerales"	"Anaerohalosphaeraceae"	"Anaerohalosphaera"	"Anaerohalosphaera lusitana"	"NCBI"
"OTU337"	NA	"Pseudomonadota"	"Alphaproteobacteria"	"Rhodobacterales"	"Paracoccaceae"	"Tabrizicola"	"Tabrizicola piscis"	"NCBI"
"OTU338"	NA	"Actinomycetota"	"Actinomycetes"	"Mycobacteriales"	"Mycobacteriaceae"	"Mycolicibacterium"	"Mycolicibacterium madagascariense"	"NCBI"
"OTU339"	NA	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"
"OTU340"	NA	NA	NA	NA	NA	NA	"uncultured organism"	"NCBI"
"OTU341"	NA	"Lentisphaerota"	"Lentisphaeria"	"Victivallales"	"Victivallaceae"	NA	"Victivallaceae bacterium"	"NCBI"
"OTU342"	NA	"Planctomycetota"	"Phycisphaerae"	"Sedimentisphaerales"	"Anaerohalosphaeraceae"	"Anaerohalosphaera"	"Anaerohalosphaera lusitana"	"NCBI"
